,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
16861,Spain,"Light berry and sugar cookie aromas kick it off, followed by peach pit and nectarine flavors. For a wine that's basic in composition and a little dilute, it's also fresh and held together by good acidity. Straightforward but solid.",Reinares,85,8,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Bodegas Eguren 2007 Reinares Rosé (Vino de la Tierra de Castilla),Rosé,Bodegas Eguren
16912,Chile,"Jammy berry and pastry aromas are basic but flat. This feels easy and fruity, but not the least bit exact. Generic black fruit and berry flavors end with notes of plum and licorice.",,85,8,Central Valley,,,Michael Schachner,@wineschach,Autoritas 2014 Malbec (Central Valley),Malbec,Autoritas
16943,Portugal,"This is pure fruitiness, a wine packed with spice, berry fruits and soft, open tannins. It is a great barbecue-style wine, ripe, with good acidity and a bright, crisp aftertaste. Drink now.",Quinta Essência,86,8,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2010 Quinta Essência Red (Tejo),Portuguese Red,Casal da Coelheira
17058,Italy,"Fun and refreshing, this opens with aromas of tropical fruit and a hint of almond while the bright, fruity palate offers green apple and peach. It's simple but well made.",,85,8,Northeastern Italy,Delle Venezie,,Kerin O’Keefe,@kerinokeefe,Anterra 2014 Pinot Grigio (Delle Venezie),Pinot Grigio,Anterra
17158,Spain,"This is a touch mealy on the nose, with ripe stone-fruit and melon aromas. A juicy, direct palate follows, with citrus and green-fruit flavors that finish quick and clean.",Hacienda Zargón,84,8,Central Spain,La Mancha,,Michael Schachner,@wineschach,Zagarrón 2013 Hacienda Zargón Sauvignon Blanc (La Mancha),Sauvignon Blanc,Zagarrón
17568,Spain,"Floral plum and black cherry aromas are nice and fruity. A bright, juicy, simple palate holds flavors of plum, blackberry and chocolate. While nothing sticks out on the finish, this Garnacha ends nicely and overdelivers.",El Circo Acróbato,87,8,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Grandes Vinos y Viñedos 2015 El Circo Acróbato Garnacha (Cariñena),Garnacha,Grandes Vinos y Viñedos
17861,US,"Lithe and nicely balanced, this flavorful wine shows a red berry-herb bouquet and a pleasingly dry, gently spicy palate. The mouthfeel is good, and shows some texture despite the fact that it's light-weight on the palate. An interesting chalk note comes in on the back end of this pleasant, easy-drinking surprise.",Special Selection,85,8,California,California,California Other,,,Stone Creek 1998 Special Selection Zinfandel (California),Zinfandel,Stone Creek
17862,US,"Plenty of herbal, mushroomy notes in the nose. The wine is light, soft and fruity. The mushroom flavors could be a real asset with the right food. Finishes true to form, with nothing off.",,85,8,California,California,California Other,Paul Gregutt,@paulgwine ,Talus 1998 Zinfandel (California),Zinfandel,Talus
18157,Portugal,"This is a satisfying, ripe and rich wine. It has big layers of red fruits, attractive spice from partial wood aging and fresh acidity. Still young, it will be even better from early 2016.",Ciconia Tinto,88,8,Alentejano,,,Roger Voss,@vossroger,Herdade de São Miguel 2014 Ciconia Tinto Red (Alentejano),Portuguese Red,Herdade de São Miguel
18201,US,"More like Zinfandel with its peppery, prickly mouthfeel, but not a bad wine for everyday purposes. It's dry and full-bodied and brisk, with blackberry, currant and herb flavors.",Reserve,85,8,California,California,California Other,,,Oak Grove 2008 Reserve Cabernet Sauvignon (California),Cabernet Sauvignon,Oak Grove
18204,US,"Lots to admire in this dry, full-bodied Merlot. It's forward and charming in sour red cherry candy, blueberry and herb flavors, with a nice edge of smoky oak. Contains a little Cabernet and Zinfandel for complexity, and the alcohol is nice and low. Great price.",,85,8,California,California,California Other,,,Round Hill 2008 Merlot (California),Merlot,Round Hill
18220,Bulgaria,"Harmonious on the nose and palate with ripe black plums and cassis enveloped by a layer of char and smoke. Medium to full bodied with structured acidity, it's a straightforward but sound Merlot with powdery, soft tannins and a tasty black cherry and graham cracker finish.",Veni Vidi Vici,87,8,Thracian Valley,,,Anna Lee C. Iijima,,Vini 2009 Veni Vidi Vici Merlot (Thracian Valley),Merlot,Vini
18289,US,"Fleshy and fruity, fresh and full bodied, this generous wine offers scents of orange peel and citrus, and the palate exudes ripe flavors of grapefruit, lime and a hint of melon.",,88,8,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Snoqualmie 2011 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Snoqualmie
18563,Australia,"Fullish and broad in the mouth without going overboard, this is textbook Chardonnay with mass appeal. Peach and vanilla flavors persist nicely on the finish, pointed up with finely judged acids. Drink now.",,86,8,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Jacob's Creek 2009 Chardonnay (South Eastern Australia),Chardonnay,Jacob's Creek
18628,Portugal,"Bright pink in color, this 100% Touriga Nacional rosé is ripe with caramel and red berry flavors. It misses out on acidity, leaving the wine flat at the end.",,83,8,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2014 Rosé (Tejo),Rosé,Quinta da Alorna
18707,France,"A blend of Grenache Blanc and Viognier, this is attractive, fruity and perfumed. Touches of apricot balance with the green fruits and herbal edge. It's an easy wine to drink, best as an apéritif.",,85,8,France Other,Vin de France,,Roger Voss,@vossroger,Cuvée Lion d'Or 2015 White (Vin de France),White Blend,Cuvée Lion d'Or
18979,Portugal,"Fresh, crisp and fruity, this is a citrus and apple-flavored medium-dry wine. With plenty of acidity, bright and packed with easy fruitiness, the wine is ready to drink.",Casal Garcia Branco,84,8,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Branco White (Vinho Verde),Portuguese White,Aveleda
19122,France,"Bold and very clumsy. There are leathery elements to the nose and wild, grapy fruit that stumbles onto the palate. A wall of tannins hits you on the finish, and throughout it's untamed and overdone. Very fruity and forward, but devoid of tact.",,80,8,Languedoc-Roussillon,Vin de Pays d'Oc,,Michael Schachner,@wineschach,Château de Pennautier 2001 Cabernet Sauvignon (Vin de Pays d'Oc),Cabernet Sauvignon,Château de Pennautier
19229,US,"It is amazing that 134,000 cases of this budget bottling can be made to this level of quality. From a classic vintage, it's structured and substantial, overcoming the somewhat overdone vanilla flavors with great fruit and firm acids.",Two Vines,86,8,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Crest 2006 Two Vines Merlot-Cabernet (Columbia Valley (WA)),Merlot-Cabernet,Columbia Crest
19422,Portugal,"This soft and fruity wine is crisp, fragrant and fresh. It has light acidity that balances with the forward apple flavor, as well as a dry lime edginess and nervy texture. Drink now. Screwcap.",Paxis Branco,86,8,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2012 Paxis Branco Arinto (Lisboa),Arinto,DFJ Vinhos
20006,Portugal,"This wine is young but ripe, with spice and blackberry fruits. It has a core of mineral tannins that are a reminder of the hard schist rocks of the Douro. With this dry structure, it needs to be aged, so drink from 2017.",Charamba,86,8,Douro,,,Roger Voss,@vossroger,Aveleda 2013 Charamba Red (Douro),Portuguese Red,Aveleda
20154,Portugal,"While this wine is dry, its warm strawberry fruit rounds out its character with a softness. Lemon sherbet acidity gives another touch of almost sweetness. Drink now.",Ossa,83,8,Alentejano,,,Roger Voss,@vossroger,Roquevale 2015 Ossa Rosé (Alentejano),Rosé,Roquevale
20477,Portugal,"Named after the range of mountains close to the Roquevale winery, this wine is ripe, soft and offers an attractive series of red fruits and rich tannins. Drink this wine now.",Ossa Tinto,85,8,Alentejano,,,Roger Voss,@vossroger,Roquevale 2015 Ossa Tinto Red (Alentejano),Portuguese Red,Roquevale
20952,Chile,"True bargains are hard to come by, so drop your guard for this $8 SB and you may wind up happy. Xplorador from Concha Y Toro is peachy and simple, with light grassiness and green notes. But it does have a plump, neutral palate and likable pineapple and apple flavors. Inoffensive and not flashy, but good for the money.",Xplorador,84,8,Central Valley,,,Michael Schachner,@wineschach,Concha y Toro 2008 Xplorador Sauvignon Blanc (Central Valley),Sauvignon Blanc,Concha y Toro
20983,Romania,"This Romanian Riesling has aromas of peach, lemon blossom and honeysuckle. In the mouth there are flavors of apricot and lemon zest. The finish is clean and a bit astringent.",Treasure of Transylvania,85,8,Tarnave,,,Jeff Jenssen,@worldwineguys,Jidvei 2016 Treasure of Transylvania Riesling (Tarnave),Riesling,Jidvei
20985,US,"Candied yellow apples, sweet honeydew and very ripe Bosc pears show on the nose of this bottling. Tropical flavors of guava and tuberose dominate the sip, proving a tad thick and fruity.",,85,8,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Member's Mark 2016 Chardonnay (Central Coast),Chardonnay,Member's Mark
21001,Chile,"Pyrazine-based notes of green pepper are most prominent on a basic nose. This feels lean and stony. Briny, salty citrus flavors lack complexity.",Reserva Estate Bottled,85,8,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2016 Reserva Estate Bottled Sauvignon Blanc (Maipo Valley),Sauvignon Blanc,Santa Alicia
21024,Argentina,"Briny cherry and raspberry aromas offer up a note of tire rubber. Muddled cherry and berry flavors finish short, and overall this wine lacks character.",,83,8,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Region 1 2013 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Region 1
21304,Chile,"Smells like pineapple blended with lemon candy. Zesty in the mouth, with crisp lemon, lime, bell pepper and a touch of mineral stoniness. Long on the finish, and for a wine of this price it's delivering the max. Likable and not complicated.",La Palma,85,8,Cachapoal Valley,,,Michael Schachner,@wineschach,Viña La Rosa 2009 La Palma Sauvignon Blanc (Cachapoal Valley),Sauvignon Blanc,Viña La Rosa
21741,Spain,"Herbal red plum and raspberry aromas are jammy yet fresh. This feels a bit scratchy up front, then creamy on the back palate. Flavors of lactic plum and cherry emphasize oak, while the finish is bright but slightly abrasive in feel.",Roble,84,8,Northern Spain,Bierzo,,Michael Schachner,@wineschach,La Mano 2011 Roble Mencía (Bierzo),Mencía,La Mano
21784,US,"Tastes as sweet as Lifesaver lemon and pineapple candy, with low acidity.",Lightly Oaked,81,8,California,California,California Other,,,Woodbridge by Robert Mondavi 2007 Lightly Oaked Chardonnay (California),Chardonnay,Woodbridge by Robert Mondavi
22020,Portugal,This is a fruity wine with a off-dry character that is balanced by lime and lemon fruitiness. The acidity and the tangy herbal character give the wine an attractive bite. Drink now.,Lagosta,86,8,Vinho Verde,,,Roger Voss,@vossroger,Caves Velhas NV Lagosta White (Vinho Verde),Portuguese White,Caves Velhas
22056,Portugal,"This is classic, off-dry Vinho Verde. With its light prickle, crisp fruit that has a tangy lime and lemon character that comes through the candy flavor, it is a refreshing, light wine.",Casal Garcia,85,8,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2015 Casal Garcia White (Vinho Verde),Portuguese White,Aveleda
22057,Portugal,"This is a young, fruity wine with fine acidity and plenty of red-fruit flavors. Light spice, generous tannins and a hint of wood all contribute to a balanced wine that is ready to drink.",Toutalga,85,8,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Santos Jorge 2014 Toutalga Red (Alentejano),Portuguese Red,Casa Agricola Santos Jorge
22072,Portugal,"This blend of Touriga Nacional with Merlot is perfumed and light. It has a salmon pink color, layers of citrus as well as red-currant fruit and a soft texture. Drink now.",Vinho Selection,84,8,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa 2015 Vinho Selection Rosé (Tejo),Rosé,Quinta da Lapa
22181,Spain,"Castilla y León can be good bargain country, and all of the 2006 Volteo wines are Best Buy qualifiers. This varietal Tempranillo has a clean, fruity nose backed by bright berry flavors built on a floor or two of structure. It's a composed quaffer with pure flavors, adequate length and overall balance.",,87,8,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Volteo 2006 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Volteo
22212,France,"Fragrant and floral, this is a deliciously easy wine, a blend of the local Gascon Colombard grape with Ugni Blanc. There are flavors of grapefruit, white fruits and a light, crisp green aftertaste. Screwcap.",Colombelle White,85,8,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Producteurs Plaimont 2007 Colombelle White White (Vin de Pays des Côtes de Gascogne),White Blend,Producteurs Plaimont
22592,Italy,"A terrific value wine, La Piazza (in a screw cap bottle) is a blend of Merlot and Nero d'Avola. Bright aromas of cinnamon, Spanish cedar, mocha, black cherry and bitter almond have a raw, vinous quality.",La Piazza,86,8,Sicily & Sardinia,Sicilia,,,,Calatrasi 2009 La Piazza Red (Sicilia),Red Blend,Calatrasi
22698,US,"Light and pleasant, with aromas mixing baked pears, citrus and honeycomb, this is really a lovely wine for the price. The fruit flavors follow consistently, pears and apples with a hint of citrus, clean and refreshing, with juicy acidity.",Two Vines,87,8,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Columbia Crest 2008 Two Vines Chardonnay (Washington),Chardonnay,Columbia Crest
22761,US,"Barrel fermented. Scents of new wood dominate; the juice is very tart, the oak not yet well-integrated.",,83,8,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Ashland Vineyards 1999 Chardonnay (Rogue Valley),Chardonnay,Ashland Vineyards
